Date,US_71708110,US_71715B40,US_71716E10,US_71722W10,US_73701010,US_74271810,US_74318710,US_74374N10,US_74587V10,US_75615P10,US_75886F10,US_76133010,US_76243J10,US_76655960,US_79543510,US_80105N10,US_80281730,US_80360710,US_80660510,US_80890510,US_81064810,US_81129220,US_81181C10,US_81731510,US_82481R10,US_83470610,US_84763A10,US_85205L10,US_85858C10,US_86845910,US_87406020,US_87650L10,US_88078L10,US_88162420,US_88579Y10,US_89422G10,US_90400D10,US_90480110,US_91307C10,US_91911X10,US_92165910,US_92511W10,US_92661310,US_98074510,US_98302410,US_98920Y30,US_G0176710,US_G3040110,US_G637AM10,US_G9782210,US_H0036K14,US_H0130110,US_M8737E10,US_M9608810,US_N3101010
1998-03-03,87.00 ,,,,,82.25 ,22.00 ,,,,7.62 ,,,,,,,7.00 ,74.50 ,10.19 ,,,,38.25 ,,24.25 ,9.12 ,,,,,,,42.50 ,88.75 ,,,6.88 ,,58.62 ,,,,27.44 ,94.56 ,,22.94 ,,,10.62 ,,,5.00 ,,
1998-03-04,84.94 ,,,,,82.12 ,21.19 ,,,,7.50 ,,,,,,,7.12 ,73.50 ,10.06 ,,,,37.88 ,,23.88 ,9.38 ,,,,,,,42.38 ,89.88 ,,,6.88 ,,56.69 ,,,,27.75 ,91.75 ,,22.62 ,,,10.62 ,,,5.00 ,,
1998-03-05,85.56 ,,,,,80.69 ,21.12 ,,,,7.52 ,,,,,,,7.12 ,72.19 ,10.00 ,,,,37.12 ,,23.88 ,9.25 ,,,,,,,42.00 ,88.94 ,,,7.12 ,,53.88 ,,,,27.38 ,91.12 ,,22.12 ,,,10.62 ,,,5.00 ,,
1998-03-06,86.25 ,,,,,83.62 ,21.50 ,,,,7.62 ,,,,,,,7.44 ,74.38 ,10.06 ,,,,37.75 ,,23.88 ,9.25 ,,,,,,,41.72 ,89.56 ,,,7.25 ,,59.19 ,,,,27.88 ,93.88 ,,22.12 ,,,10.75 ,,,4.94 ,,
1998-03-09,86.88 ,,,,,85.25 ,20.12 ,,,,7.56 ,,,,,,,7.28 ,76.75 ,10.12 ,,,,37.12 ,,23.88 ,9.12 ,,,,,,,41.62 ,89.88 ,,,7.25 ,,62.81 ,,,,28.88 ,94.56 ,,21.75 ,,,10.62 ,,,4.91 ,,
1998-03-10,87.88 ,,,,,86.06 ,18.12 ,,,,7.56 ,,,,,,,7.03 ,78.50 ,10.25 ,,,,38.75 ,,23.88 ,9.25 ,,,,,,,41.75 ,90.12 ,,,7.25 ,,64.69 ,,,,27.50 ,97.62 ,,23.12 ,,,11.00 ,,,4.88 ,,
1998-03-11,87.50 ,,,,,86.56 ,18.25 ,,,,7.81 ,,,,,,,7.00 ,79.25 ,10.19 ,,,,38.88 ,,24.50 ,9.75 ,,,,,,,42.06 ,90.56 ,,,7.50 ,,67.81 ,,,,28.00 ,96.00 ,,23.44 ,,,11.12 ,,,4.88 ,,
1998-03-12,86.19 ,,,,,84.19 ,18.88 ,,,,8.50 ,,,,,,,6.94 ,79.88 ,10.69 ,,,,39.88 ,,24.50 ,9.44 ,,,,,,,42.00 ,90.19 ,,,8.12 ,,68.19 ,,,,28.38 ,93.00 ,,25.00 ,,,11.31 ,,,4.94 ,,
1998-03-13,85.88 ,,,,,82.44 ,20.38 ,,,,8.88 ,,,,,,,7.12 ,79.88 ,10.50 ,,,,39.81 ,,24.50 ,8.75 ,,,,,,,41.88 ,89.75 ,,,8.00 ,,67.69 ,,,,28.00 ,92.25 ,,26.12 ,,,11.56 ,,,4.81 ,,
1998-03-16,88.00 ,,,,,82.19 ,20.00 ,,,,8.62 ,,,,,,,7.06 ,79.75 ,10.94 ,,,,40.12 ,,24.50 ,8.38 ,,,,,,,41.38 ,91.50 ,,,7.56 ,,68.62 ,,,,27.94 ,90.81 ,,26.12 ,,,11.75 ,,,5.25 ,,
1998-03-17,89.38 ,,,,,83.50 ,21.62 ,,,,8.50 ,,,,,,,7.00 ,81.50 ,11.00 ,,,,39.38 ,,24.50 ,8.50 ,,,,,,,41.50 ,93.31 ,,,7.56 ,,45.12 ,,,,28.38 ,90.38 ,,25.38 ,,,12.38 ,,,5.44 ,,
1998-03-18,88.25 ,,,,,84.69 ,21.38 ,,,,8.56 ,,,,,,,7.12 ,85.50 ,11.38 ,,,,40.38 ,,24.25 ,8.38 ,,,,,,,41.56 ,93.75 ,,,7.62 ,,44.25 ,,,,28.50 ,90.50 ,,26.38 ,,,12.31 ,,,5.62 ,,
1998-03-19,90.00 ,,,,,85.25 ,21.12 ,,,,8.50 ,,,,,,,6.94 ,81.94 ,11.88 ,,,,42.00 ,,24.25 ,8.25 ,,,,,,,41.19 ,94.19 ,,,7.50 ,,44.50 ,,,,28.19 ,90.38 ,,26.50 ,,,12.25 ,,,5.69 ,,
1998-03-20,92.12 ,,,,,85.31 ,21.12 ,,,,8.25 ,,,,,,,6.81 ,82.25 ,11.69 ,,,,41.62 ,,24.25 ,9.00 ,,,,,,,41.25 ,93.69 ,,,7.75 ,,44.81 ,,,,28.00 ,90.75 ,,26.50 ,,,12.31 ,,,5.62 ,,
1998-03-23,96.25 ,,,,,86.31 ,19.38 ,,,,7.88 ,,,,,,,6.88 ,82.62 ,11.56 ,,,,41.75 ,,23.62 ,9.38 ,,,,,,,41.19 ,94.06 ,,,7.75 ,,43.19 ,,,,28.44 ,89.62 ,,25.12 ,,,12.00 ,,,5.56 ,,
1998-03-24,95.38 ,,,,,86.38 ,20.50 ,,,,7.94 ,,,,,,,6.88 ,83.62 ,11.31 ,,,,43.31 ,,23.62 ,9.25 ,,,,,,,41.25 ,94.94 ,,,7.62 ,,43.00 ,,,,28.25 ,91.25 ,,24.88 ,,,11.88 ,,,5.50 ,,
1998-03-25,94.50 ,,,,,85.31 ,19.50 ,,,,7.75 ,,,,,,,6.81 ,81.94 ,11.31 ,,,,42.62 ,,23.62 ,9.38 ,,,,,,,41.44 ,95.50 ,,,7.75 ,,46.62 ,,,,28.50 ,90.19 ,,24.38 ,,,11.62 ,,,5.50 ,,
1998-03-26,94.38 ,,,,,86.00 ,18.94 ,,,,7.56 ,,,,,,,7.31 ,81.50 ,11.94 ,,,,42.25 ,,24.25 ,9.38 ,,,,,,,42.12 ,95.56 ,,,7.75 ,,49.19 ,,,,28.50 ,89.62 ,,23.50 ,,,11.94 ,,,5.62 ,,
1998-03-27,95.75 ,,,,,84.12 ,19.38 ,,,,7.53 ,,,,,,,6.97 ,81.75 ,12.56 ,,,,42.00 ,21.25 ,24.25 ,9.00 ,,,,,,,42.88 ,94.62 ,,,7.75 ,,48.62 ,,,,28.50 ,89.50 ,,24.06 ,,,11.75 ,,,5.69 ,,
1998-03-30,97.81 ,,,,,85.38 ,19.00 ,,,,7.50 ,,,,,,,6.88 ,80.00 ,12.19 ,,,,41.50 ,21.12 ,24.25 ,9.00 ,,,,,,,43.00 ,93.75 ,,,7.62 ,,47.75 ,,,,28.50 ,91.75 ,,24.25 ,,,11.62 ,,,5.62 ,,
1998-03-31,99.69 ,,,,,84.38 ,18.56 ,,,,7.38 ,,,,,,,7.12 ,81.75 ,12.19 ,,,,42.62 ,21.44 ,23.75 ,8.88 ,,,,,,,42.75 ,91.00 ,,,7.50 ,,49.00 ,,,,27.88 ,95.38 ,,24.88 ,,,12.25 ,,,5.62 ,,
1998-04-01,98.81 ,,,,,87.56 ,17.94 ,,,,7.31 ,,,,,,,7.38 ,81.81 ,12.75 ,,,,43.62 ,20.88 ,23.62 ,8.62 ,,,,,,,43.38 ,92.12 ,,,7.50 ,,47.94 ,,,,28.44 ,96.50 ,,25.69 ,,,12.62 ,,,5.38 ,,
1998-04-02,99.69 ,,,,,89.56 ,17.81 ,,,,7.62 ,,,,,,,7.19 ,84.31 ,12.88 ,,,,43.50 ,21.00 ,23.62 ,8.50 ,,,,,,,42.69 ,92.50 ,,,7.31 ,,47.88 ,,,,27.81 ,96.69 ,,25.50 ,,,12.69 ,,,5.38 ,,
1998-04-03,101.88 ,,,,,88.12 ,17.75 ,,,,8.12 ,,,,,,,7.06 ,85.75 ,13.00 ,,,,43.50 ,21.88 ,23.62 ,8.81 ,,,,,,,42.75 ,92.12 ,,,7.62 ,,48.69 ,,,,28.16 ,97.19 ,,25.50 ,,,12.69 ,,,5.25 ,,
1998-04-06,103.25 ,,,,,86.94 ,17.00 ,,,,8.25 ,,,,,,,6.75 ,84.56 ,13.00 ,,,,42.00 ,22.38 ,23.62 ,8.00 ,,,,,,,43.00 ,91.81 ,,,7.25 ,,48.25 ,,,,27.62 ,96.00 ,,25.38 ,,,12.50 ,,,5.44 ,,
1998-04-07,100.81 ,,,,,87.00 ,15.75 ,,,,8.38 ,,,,,,,7.00 ,84.06 ,12.72 ,,,,41.19 ,22.31 ,23.50 ,7.75 ,,,,,,,42.38 ,92.50 ,,,7.50 ,,47.31 ,,,,28.00 ,96.12 ,,24.75 ,,,12.22 ,,,5.38 ,,
1998-04-08,98.75 ,,,,,86.31 ,16.25 ,,,,9.50 ,,,,,,,6.56 ,82.50 ,12.81 ,,,,42.25 ,21.94 ,24.00 ,7.38 ,,,,,,,42.38 ,92.62 ,,,7.12 ,,46.62 ,,,,27.62 ,94.25 ,,24.88 ,,,12.19 ,,,5.25 ,,
1998-04-09,99.25 ,,,,,86.25 ,15.25 ,,,,9.94 ,,,,,,,6.88 ,82.50 ,12.94 ,,,,42.38 ,22.00 ,24.00 ,7.31 ,,,,,,,42.94 ,94.06 ,,,7.00 ,,47.38 ,,,,28.06 ,94.19 ,,23.88 ,,,12.62 ,,,5.38 ,,
1998-04-13,101.12 ,,,,,85.00 ,15.50 ,,,,9.50 ,,,,,,,6.62 ,81.81 ,12.56 ,,,,43.12 ,21.62 ,24.00 ,7.00 ,,,,,,,42.50 ,94.75 ,,,7.00 ,,47.00 ,,,,28.50 ,95.44 ,,22.88 ,,,12.25 ,,,5.38 ,,
1998-04-14,99.06 ,,,,,83.94 ,17.50 ,,,,9.25 ,,,,,,,6.50 ,80.62 ,12.06 ,,,,43.50 ,21.62 ,23.62 ,7.19 ,,,,,,,42.50 ,94.00 ,,,7.00 ,,45.88 ,,,,28.75 ,95.12 ,,23.25 ,,,12.25 ,,,5.50 ,,
1998-04-15,97.56 ,,,,,83.00 ,17.75 ,,,,9.97 ,,,,,,,6.62 ,80.75 ,11.75 ,,,,43.19 ,21.75 ,23.62 ,7.06 ,,,,,,,42.50 ,96.94 ,,,6.69 ,,44.44 ,,,,28.25 ,94.88 ,,23.12 ,,,12.69 ,,,5.50 ,,
1998-04-16,100.69 ,,,,,82.88 ,19.00 ,,,,9.88 ,,,,,,,7.00 ,79.00 ,12.31 ,,,,42.50 ,21.75 ,23.62 ,7.62 ,,,,,,,42.38 ,96.38 ,,,7.00 ,,44.00 ,,,,29.25 ,93.38 ,,22.75 ,,,12.69 ,,,5.50 ,,
1998-04-17,105.19 ,,,,,85.12 ,19.25 ,,,,9.75 ,,,,,,,7.19 ,80.88 ,12.25 ,,,,43.88 ,21.94 ,24.25 ,7.50 ,,,,,,,42.62 ,97.44 ,,,6.88 ,,46.25 ,,,,28.88 ,95.06 ,,22.62 ,,,12.81 ,,,5.44 ,,
1998-04-20,113.38 ,,,,,84.00 ,19.31 ,,,,10.12 ,,,,,,,7.50 ,82.75 ,12.38 ,,,,44.00 ,21.94 ,24.25 ,9.38 ,,,,,,,43.31 ,96.62 ,,,6.94 ,,49.00 ,,,,29.00 ,94.56 ,,22.50 ,,,13.12 ,,,5.50 ,,
1998-04-21,113.38 ,,,,,83.38 ,19.12 ,,,,10.94 ,,,,,,,7.38 ,81.12 ,12.50 ,,,,46.12 ,23.00 ,24.25 ,8.88 ,,,,,,,43.38 ,97.12 ,,,6.81 ,,49.06 ,,,,29.12 ,94.38 ,,22.12 ,,,13.19 ,,,5.69 ,,
1998-04-22,114.62 ,,,,,84.00 ,18.62 ,,,,10.56 ,,,,,,,7.38 ,82.00 ,12.69 ,,,,46.38 ,22.50 ,24.25 ,8.75 ,,,,,,,43.06 ,95.50 ,,,7.00 ,,48.38 ,,,,29.12 ,92.88 ,,21.81 ,,,12.94 ,,,5.88 ,,
1998-04-23,115.38 ,,,,,86.00 ,18.38 ,,,,9.61 ,,,,,,,6.94 ,81.56 ,12.50 ,,,,46.50 ,22.88 ,24.00 ,9.00 ,,,,,,,44.12 ,94.25 ,,,7.12 ,,47.62 ,,,,29.50 ,91.56 ,,22.62 ,,,12.75 ,,,7.00 ,,
1998-04-24,118.25 ,,,,,85.50 ,18.75 ,,,,9.62 ,,,,,,,7.00 ,81.25 ,12.28 ,,,,45.00 ,22.75 ,23.38 ,8.75 ,,,,,,,43.62 ,92.31 ,,,7.88 ,,46.50 ,,,,29.50 ,89.50 ,,23.25 ,,,12.44 ,,,5.81 ,,
1998-04-27,113.44 ,,,,,83.44 ,18.00 ,,,,9.31 ,,,,,,,6.94 ,79.31 ,11.44 ,,,,43.25 ,22.44 ,23.38 ,8.25 ,,,,,,,42.00 ,90.19 ,,,7.50 ,,45.25 ,,,,28.50 ,88.00 ,,22.19 ,,,12.06 ,,,5.88 ,,
1998-04-28,113.38 ,,,,,80.75 ,17.50 ,,,,9.44 ,,,,,,,7.06 ,78.25 ,11.81 ,,,,45.50 ,21.62 ,23.38 ,8.50 ,,,,,,,41.50 ,92.50 ,,,7.50 ,,46.25 ,,,,28.88 ,88.78 ,,22.50 ,,,12.25 ,,,5.88 ,,
1998-04-29,112.62 ,,,,,81.50 ,17.00 ,,,,9.88 ,,,,,,,7.19 ,78.12 ,11.94 ,,,,46.38 ,22.12 ,23.38 ,8.75 ,,,,,,,42.50 ,92.94 ,,,7.12 ,,46.12 ,,,,30.00 ,90.19 ,,22.69 ,,,12.25 ,,,5.94 ,,
1998-04-30,113.81 ,,,,,82.19 ,16.50 ,,,,9.81 ,,,,,,,7.22 ,80.31 ,11.75 ,,,,46.25 ,22.50 ,23.75 ,9.00 ,,,,,,,42.75 ,94.38 ,,,7.31 ,,49.25 ,,,,29.62 ,93.12 ,,23.88 ,,,12.94 ,,,5.94 ,,
1998-05-01,112.38 ,,,,,83.44 ,17.38 ,,,,9.88 ,,,,,,,7.12 ,80.12 ,11.88 ,,,,46.00 ,22.25 ,23.56 ,8.62 ,,,,,,,42.50 ,94.81 ,,,7.00 ,,49.12 ,,,,28.88 ,92.19 ,,23.50 ,,,12.75 ,,,5.88 ,,
1998-05-04,112.69 ,,,,,84.19 ,19.38 ,,,,10.50 ,,,,,,,6.75 ,81.81 ,12.88 ,,,,46.38 ,22.25 ,23.25 ,8.62 ,,,,,,,43.31 ,96.69 ,,,6.88 ,,51.12 ,,,,30.00 ,94.62 ,,24.25 ,,,12.56 ,,,5.88 ,,
1998-05-05,111.75 ,,,,,83.69 ,19.50 ,,,,10.00 ,,,,,,,6.94 ,82.38 ,12.75 ,,,,46.75 ,21.38 ,23.12 ,8.50 ,,,,,,,44.12 ,96.31 ,,,7.75 ,,50.62 ,,,,29.88 ,92.62 ,,24.00 ,,,12.62 ,,,5.75 ,,
1998-05-06,108.81 ,,,,,82.25 ,19.38 ,,,,9.69 ,,,,,,,6.88 ,81.00 ,12.44 ,,,,46.19 ,21.19 ,23.12 ,9.38 ,,,,,,,45.19 ,93.88 ,,,5.62 ,,49.69 ,,,,30.38 ,45.00 ,,23.75 ,,,12.38 ,,,5.88 ,,
1998-05-07,106.88 ,,,,,80.81 ,19.88 ,,,,9.38 ,,,,,,,6.69 ,82.06 ,12.19 ,,,,44.50 ,20.88 ,22.75 ,9.75 ,,,,,,,44.95 ,92.44 ,,,5.81 ,,49.06 ,,,,30.25 ,45.44 ,,23.50 ,,,12.06 ,,,5.75 ,,
1998-05-08,111.12 ,,,,,81.00 ,20.38 ,,,,9.94 ,,,,,,,6.88 ,84.88 ,12.50 ,,,,46.50 ,20.12 ,23.25 ,11.00 ,,,,,,,46.25 ,93.94 ,,,6.25 ,,50.44 ,,,,29.38 ,45.25 ,,23.88 ,,,11.69 ,,,5.94 ,,
1998-05-11,110.88 ,,,,,80.94 ,19.25 ,,,,9.38 ,,,,,,,6.56 ,84.44 ,12.31 ,,,,44.66 ,20.38 ,23.25 ,10.50 ,,,,,,,43.00 ,93.88 ,,,6.12 ,,47.50 ,,,,29.25 ,45.31 ,,23.88 ,,,11.88 ,,,5.94 ,,
1998-05-12,111.81 ,,,,,81.31 ,20.75 ,,,,9.62 ,,,,,,,6.62 ,87.00 ,12.75 ,,,,45.12 ,20.00 ,23.50 ,10.00 ,,,,,,,42.31 ,93.25 ,,,6.25 ,,47.94 ,,,,30.25 ,47.12 ,,23.38 ,,,11.62 ,,,6.00 ,,
1998-05-13,110.19 ,,,,,82.88 ,20.19 ,,,,9.62 ,,,,,,,6.69 ,86.62 ,12.69 ,,,,45.56 ,20.25 ,23.50 ,10.25 ,,,,,,,42.06 ,94.44 ,,,6.31 ,,47.88 ,,,,30.00 ,47.75 ,,23.12 ,,,11.56 ,,,5.88 ,,
1998-05-14,108.00 ,,,,,83.12 ,19.00 ,,,,9.25 ,,,,,,,6.69 ,89.00 ,12.81 ,,,,44.25 ,20.12 ,23.50 ,10.56 ,,,,,,,42.06 ,95.69 ,,,5.81 ,,48.75 ,,,,30.50 ,47.88 ,,23.38 ,,,11.62 ,,,5.75 ,,
1998-05-15,108.00 ,,,,,81.94 ,18.88 ,,,,9.56 ,,,,,,,6.56 ,88.56 ,12.50 ,,,,44.62 ,20.38 ,22.75 ,10.88 ,,,,,,,41.88 ,95.88 ,,,5.88 ,,48.00 ,,,,30.50 ,48.88 ,,22.84 ,,,11.38 ,,,6.00 ,,
1998-05-18,110.69 ,,,,,84.50 ,17.75 ,,,,9.62 ,,,,,,,6.81 ,86.62 ,12.38 ,,,,44.00 ,20.00 ,22.75 ,10.38 ,,,,,,,40.88 ,95.88 ,,,5.75 ,,47.94 ,,,,29.38 ,49.00 ,,22.25 ,,,11.25 ,,,5.62 ,,
1998-05-19,112.88 ,,,,,83.62 ,15.94 ,,,,9.75 ,,,,,,,7.38 ,90.50 ,10.69 ,,,,44.25 ,20.38 ,22.50 ,9.56 ,,,,,,,41.75 ,96.94 ,,,5.44 ,,46.38 ,,,,30.00 ,50.06 ,,23.00 ,,,11.69 ,,,6.00 ,,
1998-05-20,112.81 ,,,,,85.00 ,16.25 ,,,,9.44 ,,,,,,,7.12 ,89.75 ,11.00 ,,,,43.75 ,20.38 ,22.50 ,19.25 ,,,,,,,42.06 ,96.00 ,,,5.62 ,,46.75 ,,,,29.62 ,51.12 ,,23.00 ,,,11.56 ,,,5.88 ,,
1998-05-21,109.12 ,,,,,83.88 ,15.88 ,,,,9.75 ,,,,,,,6.75 ,88.00 ,11.50 ,,,,43.62 ,20.31 ,22.50 ,13.25 ,,,,,,,41.56 ,94.94 ,,,5.75 ,,46.56 ,,,,29.38 ,49.88 ,,22.50 ,,,11.47 ,,,5.81 ,,
1998-05-22,109.12 ,,,,,83.88 ,16.88 ,,,,9.75 ,,,,,,,7.19 ,87.12 ,11.69 ,,,,43.38 ,20.25 ,22.25 ,13.50 ,,,,,,,41.75 ,95.75 ,,,5.50 ,,45.25 ,,,,29.25 ,49.69 ,,21.12 ,,,11.50 ,,,5.75 ,,
1998-05-26,103.19 ,,,,,82.12 ,16.81 ,,,,9.38 ,,,,,,,6.81 ,86.12 ,10.12 ,,,,41.75 ,19.38 ,22.25 ,12.50 ,,,,,,,41.75 ,95.50 ,,,5.50 ,,44.88 ,,,,29.88 ,48.31 ,,20.94 ,,,11.00 ,,,5.75 ,,
1998-05-27,108.00 ,,,,,82.81 ,16.25 ,,,,9.25 ,,,,,,,6.81 ,85.69 ,10.00 ,,,,42.50 ,19.00 ,21.75 ,12.25 ,,,,,,,41.38 ,95.88 ,,,5.44 ,,42.56 ,,,,29.25 ,47.56 ,,21.00 ,,,10.94 ,,,6.00 ,,
1998-05-28,106.62 ,,,,,84.06 ,16.12 ,,,,9.50 ,,,,,,,6.75 ,84.69 ,9.81 ,,,,43.62 ,19.25 ,22.25 ,12.56 ,,,,,,,41.06 ,95.00 ,,,5.88 ,,41.88 ,,,,29.00 ,48.12 ,,21.50 ,,,10.94 ,,,5.75 ,,
1998-05-29,104.81 ,,,,,83.88 ,16.00 ,,,,9.34 ,,,,,,,7.00 ,83.62 ,9.38 ,,,,43.00 ,19.50 ,22.25 ,12.88 ,,,,,,,41.00 ,92.62 ,,,5.75 ,,43.06 ,,,,29.00 ,48.31 ,,21.88 ,,,11.00 ,,,5.88 ,,
1998-06-01,103.88 ,,,,,85.50 ,16.00 ,,,,9.62 ,,,,,,,6.81 ,82.50 ,8.94 ,,,,41.12 ,19.06 ,21.25 ,13.12 ,,,,,,,41.25 ,94.12 ,,,5.88 ,,40.06 ,,,,28.50 ,49.25 ,,21.50 ,,,10.75 ,,,5.81 ,,
1998-06-02,104.59 ,,,,,85.69 ,15.75 ,,,,9.31 ,,,,,,,6.75 ,83.00 ,9.31 ,,,,39.38 ,19.25 ,21.25 ,13.56 ,,,,,,,41.62 ,93.31 ,,,5.75 ,,41.69 ,,,,28.38 ,48.00 ,,21.50 ,,,10.69 ,,,5.88 ,,
1998-06-03,102.88 ,,,,,85.81 ,15.94 ,,,,9.25 ,,,,,,,6.75 ,85.12 ,9.97 ,,,,39.00 ,19.00 ,21.25 ,13.75 ,,,,,,,41.81 ,91.75 ,,,5.62 ,,42.50 ,,,,29.25 ,48.62 ,,21.25 ,,,10.75 ,,,5.88 ,,
1998-06-04,107.00 ,,,,,86.44 ,16.00 ,,,,9.75 ,,,,,,,6.72 ,86.88 ,10.16 ,,,,36.75 ,19.00 ,21.25 ,14.00 ,,,,,,,41.94 ,93.00 ,,,5.88 ,,44.38 ,,,,29.50 ,50.50 ,,21.06 ,,,10.81 ,,,5.75 ,,
1998-06-05,108.38 ,,,,,87.88 ,16.25 ,,,,9.12 ,,,,,,,6.38 ,89.88 ,10.12 ,,,,39.25 ,19.62 ,21.25 ,14.56 ,,,,,,,43.50 ,93.62 ,,,5.75 ,,43.62 ,,,,29.62 ,51.62 ,,21.25 ,,,10.81 ,,,5.94 ,,
1998-06-08,108.44 ,,,,,87.88 ,16.25 ,,,,9.31 ,,,,,,,6.62 ,89.25 ,9.69 ,,,,40.75 ,19.62 ,21.25 ,14.94 ,,,,,,,43.88 ,94.19 ,,,6.00 ,,44.44 ,,,,29.25 ,52.88 ,,21.00 ,,,10.81 ,,,5.88 ,,
1998-06-09,112.44 ,,,,,88.25 ,16.50 ,,,,9.25 ,,,,,,,6.62 ,90.69 ,9.62 ,,,,40.50 ,19.75 ,21.25 ,14.00 ,,,,,,,43.88 ,92.88 ,,,5.75 ,,44.50 ,,,,29.44 ,53.06 ,,20.62 ,,,10.94 ,,,5.88 ,,
1998-06-10,109.00 ,,,,,86.81 ,14.50 ,,,,9.00 ,,,,,,,6.56 ,91.06 ,9.88 ,,,,40.50 ,20.50 ,21.00 ,14.94 ,,,,,,,42.88 ,88.38 ,,,5.56 ,,46.50 ,,,,29.56 ,52.62 ,,20.25 ,,,10.75 ,,,6.06 ,,
1998-06-11,107.06 ,,,,,84.56 ,15.62 ,,,,9.59 ,,,,,,,6.25 ,88.00 ,9.50 ,,,,39.62 ,20.50 ,21.00 ,14.12 ,,,,,,,41.62 ,87.94 ,,,5.44 ,,45.38 ,,,,30.00 ,51.31 ,,20.06 ,,,10.75 ,,,5.88 ,,
1998-06-12,109.31 ,,,,,85.25 ,15.38 ,,,,9.00 ,,,,,,,6.12 ,88.75 ,9.50 ,,,,40.44 ,20.38 ,21.00 ,14.00 ,,,,,,,42.12 ,86.81 ,,,5.38 ,,44.00 ,,,,29.53 ,51.88 ,,20.00 ,,,10.75 ,,,6.00 ,,
1998-06-15,108.00 ,,,,,84.81 ,14.50 ,,,,8.75 ,,,,,,,5.69 ,86.88 ,9.00 ,,,,38.38 ,20.25 ,21.25 ,14.00 ,,,,,,,38.69 ,81.00 ,,,5.25 ,,43.00 ,,,,29.50 ,50.00 ,,18.88 ,,,10.72 ,,,5.69 ,,
1998-06-16,109.75 ,,,,,87.38 ,13.75 ,,,,9.00 ,,,,,,,5.94 ,88.50 ,9.38 ,,,,38.75 ,20.62 ,21.00 ,13.88 ,,,,,,,35.69 ,81.25 ,,,5.50 ,,43.88 ,,,,29.50 ,51.12 ,,19.75 ,,,10.75 ,,,5.62 ,,
1998-06-17,112.25 ,,,,,89.19 ,14.94 ,,,,9.12 ,,,,,,,5.81 ,90.62 ,8.88 ,,,,40.38 ,20.50 ,21.00 ,14.38 ,,,,,,,36.25 ,82.44 ,,,5.50 ,,44.62 ,,,,30.25 ,51.62 ,,19.75 ,,,10.75 ,,,5.69 ,,
1998-06-18,114.38 ,,,,,89.88 ,14.38 ,,,,8.94 ,,,,,,,6.12 ,92.25 ,9.25 ,,,,41.25 ,21.00 ,21.38 ,14.00 ,,,,,,,36.06 ,82.38 ,,,5.38 ,,44.75 ,,,,30.25 ,51.94 ,,19.69 ,,,10.25 ,,,5.69 ,,
1998-06-19,111.50 ,,,,,88.38 ,14.81 ,,,,8.50 ,,,,,,,6.19 ,92.12 ,9.00 ,,,,41.81 ,21.12 ,21.38 ,14.25 ,,,,,,,35.88 ,83.50 ,,,5.25 ,,43.50 ,,,,30.25 ,52.12 ,,19.50 ,,,9.84 ,,,5.56 ,,
1998-06-22,111.50 ,,,,,86.69 ,15.25 ,,,,8.50 ,,,,,,,6.19 ,91.38 ,8.50 ,,,,41.69 ,21.12 ,21.38 ,14.25 ,,,,,,,36.30 ,83.06 ,,,5.25 ,,43.00 ,,,,30.12 ,51.06 ,,19.00 ,,,9.94 ,,,5.75 ,,
1998-06-23,110.12 ,,,,,88.25 ,14.75 ,,,,8.38 ,,,,,,,6.38 ,91.56 ,8.75 ,,,,41.50 ,20.75 ,21.62 ,14.38 ,,,,,,,36.62 ,82.25 ,,,5.25 ,,45.56 ,,,,30.25 ,51.75 ,,18.50 ,,,10.12 ,,,5.50 ,,
1998-06-24,110.06 ,,,,,90.88 ,14.69 ,,,,8.62 ,,,,,,,6.19 ,93.25 ,8.88 ,,,,41.75 ,20.81 ,21.75 ,14.25 ,,,,,,,37.00 ,82.44 ,,,5.12 ,,45.50 ,,,,30.62 ,53.50 ,,17.88 ,,,10.12 ,,,5.44 ,,
1998-06-25,110.50 ,,,,,90.31 ,14.06 ,,,,9.00 ,,,,,,,6.31 ,92.81 ,8.19 ,,,,41.88 ,21.00 ,22.25 ,13.50 ,,,,,,,36.50 ,83.81 ,,,5.25 ,,47.38 ,,,,30.59 ,52.56 ,,17.31 ,,,10.12 ,,,5.38 ,,
1998-06-26,111.94 ,,,,,90.38 ,14.62 ,,,,8.88 ,,,,,,,6.19 ,92.50 ,8.50 ,,,,41.00 ,21.25 ,22.00 ,13.06 ,,,,,,,36.75 ,82.88 ,,,5.12 ,,47.81 ,,,,30.12 ,51.88 ,,18.19 ,,,10.38 ,,,5.38 ,,
1998-06-29,109.94 ,,,,,92.19 ,14.62 ,,,,8.94 ,,,,,,,6.22 ,93.38 ,8.88 ,,,,40.94 ,21.25 ,22.00 ,13.00 ,,,,,,,36.00 ,83.06 ,,,5.06 ,,47.44 ,,,,30.75 ,51.12 ,,17.88 ,,,10.19 ,,,5.25 ,,
1998-06-30,108.69 ,,,,,91.06 ,14.88 ,,,,9.22 ,,,,,,,6.25 ,91.62 ,8.88 ,,,,41.50 ,21.38 ,22.00 ,12.50 ,,,,,,,35.19 ,82.19 ,,,5.25 ,,45.69 ,,,,30.88 ,51.75 ,,17.88 ,,,10.06 ,,,5.25 ,,
